index,premise,hypothesis,true_label,predicted_label
3226,Police are setting up a barricade due to a fire.,People in uniform are working near a fire.,1,0
3233,Two little boys are playing on stairs that have a carpet runner going down them.,Two little boys are pretending they are climbing a large mountain.,1,2
3250,A man is holding a book standing in front of a chalkboard.,A person is in a classroom teaching.,0,1
3256,"While one man, in the white cap, is golfing, three other men are in the middle of a conversation.",Three men talk while their fourth takes a shot.,0,1
3271,Many people who appear to be Asian stand in line at a train station waiting patiently for the next train.,some people standing,1,0
3273,The child is hanging upside down with his legs over a pole.,The child is athletic.,1,0
3291,A man standing in a cubicle with a chair that has a black Ginobili jersey on it.,A man is wearing his sport jersey in his cubicle.,1,0
3296,A man wearing a denim jacket and jeans welds on a bridge above water while wearing his safety mask.,The man in jeans is standing on a bridge working on a outside while listening to music.,1,2
3324,A baby sitting in a highchair looking delighted.,The baby is smiling,0,1
3327,"A man on a bike, with the sun beating down in the background, just launched off of a dirt ramp and is coming back down.",An bike rider jumping ramps on a sunny day.,0,2
3329,"A man on a bike, with the sun beating down in the background, just launched off of a dirt ramp and is coming back down.",Cyclists competing in the Tour de France.,2,1
3338,Two people sitting on the sand.,There are two people at the beach.,1,0
3342,A woman in a black and white shirt is sitting in a chair with an animated expression on her face.,A woman in a black and white shirt is sitting in a chair with her eyes wide open.,1,2
3346,"Two men stand in a lift as four others, all dressed in black and bright yellow stripes, look up on them.",Six men dressed in black and yellow uniforms are standing in a gymnasium.,0,2
3349,Two musicians and a singer are on a stage performing a song.,The band members are playing in a dimly lit room.,1,2
3350,A man in a blue jacket standing at a table with his back to the camera.,the boy was listening,2,1
3354,In a small village a Man sets sail along the Swamp.,A man hunting crocodiles,1,2
3401,"In front of a brick house with a straw roof and some figures, three children stand, two of them holding squares of blackboard.",The children are putting out a fire nearby,2,1
3414,"A view of bicyclists on a city street, riding in both directions, with red reflective safety cones dividing the two lanes.",Bumper to bumper automobile traffic clogs the street.,2,1
3417,"A man in a white shirt, dark shorts and a red cap is standing in a small green rowboat with green oars, in the middle of what appears to be a shallow river, against a bank of tall dried grasses.",The man is fishing in the lake.,2,1
3429,Children playing a video game together.,The kids are indoors playing a video game.,0,1
3439,"A group of people, one of which is a woman with a large white and colorful purse, wait to board a large white and blue bus.",A group of people wait at a bus stop as a large white and blue bus stops.,0,1
3442,Two construction workers talk while looking at a Naval ship.,The workers are close to the water.,1,0
3452,A rally in a different country.,A rally in a seperate country.,0,1
3466,A man wearing a welding mask working on a duct.,The man's head is partially obscured.,1,0
3467,A man wearing a welding mask working on a duct.,The man is working underneath a vehicle.,2,1
3476,A man and wife stand at the alter as they get married.,A man and woman are getting eloped,1,2
3493,A woman with a pink purse walks down a crowded sidewalk.,The crowd walks around a woman,1,0
3494,A man talking into a microphone with a woman standing next to him.,The woman is sitting in the chair next to the podium.,1,2
3496,A man talking into a microphone with a woman standing next to him.,Two people are standing beside each other.,1,0
3520,A worker is on a cherry picker in a palm tree.,A worker falls out of a tree.,1,2
3525,A dog chasing a duck in a pond.,A dog is swimming through a pond in pursuit of a duck.,0,1
3543,A little girl has her arms around a little boy standing on a wooden bridge in the woods.,The little boy is hitting the girl.,1,2
3552,A man in a green shirt and a red kilt is juggling three clubs.,A man in a shirt juggles thee clubs and an apple.,1,2
3558,Several people are laying on the floor sleeping covered by blankets.,A group of people fight in their dreams,1,2
3565,A boy in a red jacket and balck hat sliding on his knees down a snowy hill,A man is playing in the snow.,2,1
3607,"A man and woman talk to another woman, all looking concerned, in a room being decorated with streamers and balloons.",Some people are throwing a party.,1,2
3608,"A man and woman talk to another woman, all looking concerned, in a room being decorated with streamers and balloons.",Some people are happy to be throwing a party.,2,1
3627,"A music concerto is happening on stage, with the lights on spot, while the audience listens in the dark.",The people are at a play.,2,1
3663,A speaker is talking with a TV in the background.,There is a live bear in the background.,1,2
3672,"In an apparent classroom setting, a young man in a blue t-shirt has a book on his knee while a woman dressed in black next to him leans in to point out something in the book.",The man and woman are cooperating.,1,0
3701,"Three black people, two men and one woman, in the middle of a small, rural street, are piling up items on top of a taxi cab with a net dangling down on top of the windshield, while two children and two other people are nearby.",Many people load up a taxi,1,0
3722,A blond man playing a guitar.,A well dressed man is playing a guitar.,1,0
3727,"A woman in an American military uniform sits at a table and writes the words ""sad,"" ""depressed,"" and ""hatred"" on a large sheet of white paper.", A woman in an American green military uniform is smiling.,2,1
3733,A man sitting on steps with a child as a bystander walks by.,A man and a child sitting on steps saw a woman walk by.,0,1
3753,a lone snowboarder jumping in midair with a snow covered mine in the background,A person is snowboarding behind a football field,2,1
3757,A man getting a group of children to move around and have fun.,A man encouraging children to have fun with one another as they look on.,1,0
3760,A tractor decorated as a float for a parade,A tractor drives down the parade route,1,2
3764,Men play hockey.,Men play fair,1,0
3766,A dog leaps into the air for a tennis ball.,A dog is outside.,1,0
3774,An entertainers reaches out to his audience during a performance.,A man in front of an audience.,1,0
3775,A girl playfully kicks a guy in the face while another person makes faces.,A girl is play fighting.,0,1
3776,A girl playfully kicks a guy in the face while another person makes faces.,The boy is at a boxing match.,2,1
3797,"A smiling man with gray hair and glasses, dressed in black, is sitting in a chair with a music stand in front of him.",This man has an eyesight deficiency.,1,2
3801,A guy taking a nap in the back of a vehicle.,A man is sleeping in the rear of an automobile.,0,2
3813,A man in a short Mohawk and beard.,A man with a short Mohawk and beard stands outside.,0,1
3826,Three girls jumping in front of a house's flower garden.,The girls are playing on a street.,2,1
3829,"A young redheaded girl, wearing a yellow shirt, black pants, and sneakers, jumping in a grassy field with blue skies and wispy clouds in the background.",A girl jumps in her newly cut lawn,0,1
3833,A group of people in red clothing with scooters ride down the hill on rollerblades.,Everyone is riding rollerblades.,1,0
3847,A boy dressed in a plaid kilt with a brown hat wields a long pole.,The boy is younger than age ten.,1,0
3849,A woman in white climbs up a metal structure.,A woman is being athletic.,0,1
3854,"A person is squatting down near buckets, holding something in one hand.",Someone is dipping a sponge in a bucket of soapy water.,1,2
3876,A young male is running while playing tennis against another person.,A man moves while playing a game,1,0
3882,"Two women, standing at a fence, are each talking on their cellphones, while two men sitting on the opposite side of the fence are having a conversation.",Four people are talking to each other outside.,2,0
3884,"Two women, standing at a fence, are each talking on their cellphones, while two men sitting on the opposite side of the fence are having a conversation.",The two men and women are talking to people that they know.,2,1
3890,A lit girl splashes around in natural water.,The girl is outside.,1,0
3918,Two men are shirtless on the beach on a beautiful day.,Two men are shirtless.,1,0
3933,"A little blond boy is playing doctor with red, blue, and yellow toy gear.",Boy pretending to be a doctor.,0,1
3986,Taking a break to watch some TV,Taking a neverending break,2,1
3991,A brown dog persues a Frisbee across the grass as the thrower watches.,A dog plays in the park.,0,1
3995,A man with a white beard speaks into a microphone wearing a long-sleeved gray button down shirt.,A man is speaking to a crowd.,0,1
4000,A man in a gray coat is walking on a fallen tree trunk in a forest.,A young man wearing a gray winter jacket walks on a fallen oak tree.,0,1
4015,Two girls kissing a man with a black shirt and brown hair on the cheeks.,Two girls kiss.,2,0
4029,A man looking at a woman looking at water.,A man drinks beer.,1,2
4034,Coed choir singing at an event.,An all boys choir is singing.,2,1
4042,A woman crosses the street with a baby in her arms.,A woman crosses the street carrying her baby.,0,1
4063,"A crowd gathered on either side of a soap box derby, with a single soap box car on the road track.",The people are at the race.,0,1
4069,A young woman with red-hair is adjusting a blue bracelet on an older woman with short hair.,A redhead is putting a bracelet on an old woman.,1,0
4084,A man standing on a green boat.,He is outside.,1,0
4086,Artists install a new exhibit in a gallery.,People put up new art.,1,0
4087,Artists install a new exhibit in a gallery.,People put up new art at the towns local gallery.,0,1
4123,Two women wearing aprons and hairnets look at each other while they reach into metal canisters.,Two women are working.,1,0
4136,There are two people walking in the sand.,Two people walk across the beach.,0,1
4138,A woman is shaving the hair off of a black and white dog.,The tan dog is being groomed on the table.,1,2
4141,oh yea these suckers cant catch me.,Dog running down the street.,1,2
4143,There are a group of track runners bracing to take off.,The track runners are all black ethniticity,1,2
4153,A white greyhound dog wearing a muzzle runs around a track.,The dog is racing other dogs.,0,1
4164,A runner wearing purple strives for the finish line.,A runner give up before heading to the finish line.,2,1
4165,A runner wearing purple strives for the finish line.,A runner in a competition want to go to the finish line.,0,1
4192,Two men roasting marshmallows in a fire pit.,Two men standing next to each other,0,1
4208,A person is posed with one leg raised and one arm out at a competition with their teammates in the background.,A man posed with his teammates in the background.,0,1
4246,A man stands with his arms out inside a large green piece of equipment.,He is making office calls.,2,1
4271,An older balding man with glasses wearing a pink and white shirt with a sweater vest is playing a musical instrument while looking at the sheet music.,The man is a musician,0,1
4276,A little boy with blond-hair stares down at display case featuring cookies and cakes.,A boy is looking at pastries.,0,2
4278,A silhouette stands at the top of a bowling lane as the ball is about to impact the pins while neon lights race overhead.,"The bowler who just rolled in the bright, noisy alley is hoping for a strike.",0,1
4303,A black and white bird with a yellow beak is flying.,Bird flying outside against the sky,1,0
4306,We can see the white underwear of the man wearing the red soccer jersey because he is pulling up his shorts.,People are looking at underwear.,1,0
4322,A gas station and a car on fire.,A car sets a gas station on fire.,1,2
4325,Artist on street corner selling his artwork.,Someone is selling paintings.,0,1
4329,This is a very large vegetable stand under a white tent.,Vegetables are being sold under a white tent.,0,1
4355,A man a woman posing for a picture.,"A man is taking a picture of a dog, while a woman watches.",2,1
4361,A man and a woman are dancing in the crowd.,a couple dances among other people,1,0
4378,A cyclist in a red and white uniform is biking across a garage full of people.,There is a man riding a bicycle.,0,1
4381,A golfer shoots his ball out of a sand trap.,A duffer hits to the green using a sand wedge.,2,1
4391,"A boy wearing jeans, standing on rocks in a river and throwing a stone.",A boy with no shirt on throws rocks.,1,2
4396,"A woman holds a newspaper that says ""Real change"".","a woman on a street holding a newspaper that says ""real change""",0,1
4402,A single person stands on a heavily-eroded cliff-side rock while holding a bare branch aloft.,A single person stands on a heavily-eroded large cliff-side rock,0,1
4439,A bunch of people are standing all together in a street with a building in the background.,A group of people are kicking each other.,1,2
4444,Women are sitting around a table at a restaurant chatting.,Women are visiting.,1,0
4451,"Two men cooking, one stirring a pot while making a funny face while the other points at him.",Friends are preparing a meal.,0,1
4464,A man is painting letters using a stencil onto a round stand-up sign that is lying sideways.,A guy works on a sign by putting letters on its round surface while it's on the ground.,1,0
4481,Person with umbrella observes flooded streets with cars in the water.,A person is standing outside in the rain looking at flood damage.,0,1
4497,"Two men on stilts and a woman twirling a ribbon, lead a festive parade along the streets, while a woman looks on from her window.",Three people are on a parade float.,1,2
4498,A cowboy is showing off his mule next to a horse hauling trailer.,A man is showing off his prize winning mule.,0,1
4500,"Four men in safety gear, one holding a camera, are standing on a platform.",The men are working,0,1
4520,A large crowd is standing around the start line.,A lot of people are in a race,0,1
4521,A large crowd is standing around the start line.,People are crossing a finish line,2,1
4529,Four young female gymnasts dressed in black and blue leotards are preparing for their next routine.,Gymnast group preparing for a competition.,0,1
4534,An Asian woman dressed in a colorful outfit laughing.,The woman is not laughing.,0,2
4552,A person in a black and green outfit is riding a bicycle.,a colorfully dressed child rides a bike,0,1
4556,Two kids in blue wetsuits surf.,Two children surf in the ocean.,0,1
4567,"Runners in various athletic garb, as well as one individual in a spotted-green dragon costume, run to the right.",Runners see something,1,0
4574,A family is taking part in a walk-a-thon.,Some of the people shown are related.,0,1
4580,A group of people is sitting at a large table and using paint brushes to form characters on white paper.,The people are using their fingers to paint with.,2,0
4585,a male teen is working on a school project.,A teenager working on homework.,0,1
4588,A boy works on a project in shop class.,The boy peeks through a doorway at people working on their shop class project.,2,1
4592,"A bald, black man wearing safety glasses and a long-sleeved black shirt is using a pick and hammer to sculpt a sizable rock into art.",A black man with no hair is wearing his safety glasses around his neck.,1,0
4596,Three men are sitting on a beach dressed in orange with refuse carts in front of them.,Empty trash cans are sitting on a beach.,2,1
4624,The young man is sitting on a couch smoking a cigarette.,A young man drinking a beer,1,2
4625,The young man is sitting on a couch smoking a cigarette.,A young man smoking a cigar,1,2
4635,A man with a beer in his hand listens to a woman talk.,A woman has a beer.,2,0
4637,a young woman siting on a park bench in the sun.,The young woman is enjoying the sun,1,0
4647,A cheerleader in a tight red and white uniform is passing out white t-shirts at a sporting event.,A cheerleader passes out team shirts,1,0
4658,An old Indian man dressed in rags sleeps on the ground using his backpack as a pillow.,An old Indian man is dressed up,2,0
4678,"A small, pale bird bends down to examine a crumb.",The bird is in the air.,2,0
4679,"A small, pale bird bends down to examine a crumb.",The bird is on the ground.,0,2
4680,"A small, pale bird bends down to examine a crumb.",The bird is having trouble flying.,1,2
4684,"A person walks outside carrying a bag, while a young girl in pink walks behind her.","A woman carrying a bag, with a girl behind her",1,0
4685,"A person walks outside carrying a bag, while a young girl in pink walks behind her.","A woman carrying a girl, with a bag behind her",2,0
4689,A man in a suit speaking to a seated woman.,A dark headed man in a suit speaking to a seated woman.,0,1
4706,Two people connected to ropes wearing bright orange helmets are sitting on a rocky crag high in the mountains.,People rock climb with rope.,0,1
4712,Two hikers are backpacking up a snow slope.,Two people are hiking with backpacks on in warm weather.,2,1
4726,Man walking down a brick sidewalk in a business suit reading a paper and smoking a cigar with a woman wearing sunglasses walking behind him to his left.,The woman is a secret agent on mission to murder the man.,1,2
4743,a small brown and white dog swimming through the pool next to a man.,A man teaches his puppy how to swim.,0,1
4751,A girl playing soccer in a green field with some trees in the background.,The soccer ball is chasing the girl.,2,1
4758,Two men are boxing in fighting arena.,Two men are punching eachother.,1,0
4773,A little boy punching out flashcards from the cardboard they came in.,A boy punches his new flashcards from the carboard they came i.,0,1
4779,Two men are interacting with some sort of mechanical contraption that is mounted on a wall.,Some men work on a machine on a wall.,0,1
4782,People shopping at an outside market,People are enjoying the sunny day at the market.,0,1
4784,The Man is outside on the beach walking his dog.,There is sand in the ground.,0,1
4798,Family gathered together in a house enjoying each other company.,A family is enjoying a night at home.,0,1
4799,Family gathered together in a house enjoying each other company.,A family is sitting together inside a house.,1,0
4803,The blond boy is riding roller-coaster with his mouth wide open.,a little boy is riding a roller-coaster,1,0
4809,Two men stand near a piece of large machinery.,The machinery is very large,0,1
4820,"A woman in a long, dark coat looks through trashcans in Winter.",A woman older than thirty is outside in winter.,1,0
4821,"A woman in a long, dark coat looks through trashcans in Winter.",A woman is exploring containers for something.,0,1
4836,A bald man with a white shirt and watch eating food and drinking wine.,The man is watching t.v.,1,2
4885,The boy in pajama pants jumps off the sofa.,The boy is jumping up,0,2
4887,The boy in pajama pants jumps off the sofa.,The boy is bouncing on the sofa,1,0
4914,A group of people are ice skating in a big city.,The people are outside skating.,0,2
4916,A group of people are ice skating in a big city.,The people are falling down a lot.,1,2
4919,"A girl wearing a knit cap, gloves, winter jacket, snow pants and boots stands by a frozen waterfall, with a metal pole by her side.",A young girl is by a waterfall.,0,1
4922,A woman plays guitar for tips.,music can be learn by litsen,2,0
4924,A woman plays guitar for tips.,lessons are there to learn,1,0
4937,An African person standing in a wheat field.,A person standing in a corn field.,2,0
4952,"A barefoot man in an orange shirt, shorts, and a baseball cap is sitting on the open tailgate of a silver pickup truck.",A man's car broke down.,1,2
4953,"A barefoot man in an orange shirt, shorts, and a baseball cap is sitting on the open tailgate of a silver pickup truck.",A man is sitting on a car.,0,2
4966,Here is a picture of a man waiting for the bus to pick him up and he is hiding his face.,The man is going somewhere.,1,0
4968,"A man dressed in a light blue shirt dumping items from a bin into another bin, while standing in a room full of food donations.",A man dumping items from a bin to another bin to throw it in dry place.,1,2
4973,A man wearing a blue apron and long rubber boots is dragging a flotation device from a long row of flotation devices.,A man in rubber boots and a work apron is rubbing his face in between pulling floating objects.,0,1
4974,A man wearing a blue apron and long rubber boots is dragging a flotation device from a long row of flotation devices.,A worker pulls up his long boots before climbing onto the flotation device.,1,2
4978,A worker is preparing fish to be sold at a market.,A person is slicing up a fish to sell.,1,0
4983,A man wearing a striped shirt has a camera slung over his shoulder.,The man with the stripped shirt is carrying a camera on his body.,0,2
5005,Man walking a small pug.,The man is a mailman.,1,2
5006,"Three people sitting on a table, one woman is speaking, and people are listening to them.",Two people are listening to the other person on the table speak.,0,2
5015,Three people posing for a camera,There are people making different poses.,1,0
5017,Three people posing for a camera,Three woman are shopping at the mall.,1,2
5070,Two people are playing wiffle ball in a suburban area.,People are playing a variation of baseball.,0,2
5085,Bearded black dressed male performer is displaying his skill by swinging a fire line in each hand in arcs.,A sideshow man in a black costume is performing a trick with fire for the audience.,0,1
5090,Several men in black t-shirts and caps are using with metal rods to smash food that's lying on a round table with a hole in the center.,men dont like their lunch,1,2
5100,A man walks past an arch in an old gothic style building.,The arch is old,1,0
5101,Two women stand in the street both wearing matching outfits with police like jackets that say Polotie.,Two women are dancing in the street wearing dresses.,1,2
5122,A player on the red soccer team has just scored a goal while the opposing team watches the ball go in.,A soccer player tries to score a goal and the opposing team stops it.,2,0
5144,A red hot air balloon lands in a field among a crowd.,A hot air balloon is rising in to the sky.,2,0
5159,A rescue worker searches with a flashlight under a slab in a ruined building.,A survivor searches for a meal.,2,1
5163,A fireman searching for something using a flashlight.,A fireman is in the dark.,0,1
5164,A fireman with a neon helmet and a pickaxe inspects some debris with a flashlight.,A fireman with an axe stands in a burning house.,1,2
5165,A fireman with a neon helmet and a pickaxe inspects some debris with a flashlight.,A fireman with an axe looks at some debris.,0,2
5170,There is a man poking a long stick up towards the ceiling.,The man has no arms.,1,2
5172,There is a man poking a long stick up towards the ceiling.,The man is killing a spider.,1,2
5187,Four youth and an elder man and woman playing in water just up to the bottom of man's swim trunks.,A group of kids slide down a water slide as their parents watch them.,2,1
5189,A young man standing on one foot in colorful bowling shoes after throwing the ball.,A child is standing on one foot.,1,2
5196,Several cartoon characters are behind a young girl sitting in a highchair with a bucket and SpongeBob in front of her.,There's a gathering of cartoon characters.,1,0
5205,An older gentleman looks at the camera while he is building a deck.,An older gentleman in overalls looks at the camera while he is building a stained red deck in front of a house.,0,1
5208,The young man in the plaid shirt is sitting on a chair that is out in the yard.,A guy is relaxing outside.,1,0
5214,"two shirtless men jumping over a street rail, probably practicing new dance moves.",Two naked men are practicing dance moves on the street.,1,2
5220,The small child is wearing winter clothes and a hat.,The small child is dressed in a parka.,1,2
5233,A group of people sitting around a small round table eating.,The people are enjoying a meal.,1,0
5239,A middle-aged man in a green jacket is talking to another middle-aged man in a light blue tee-shirt.,Two old friends catching up with each other.,0,1
5242,A man in a blue shirt was arguing with a man in a green jacket and started to raise his fist in anger.,a man argues with another who is making threatening jeastures,0,1
5257,Small girl in a pink dress is playing electronic drum pads with sticks.,the girl is wearing pink color frok,0,1
5265,The man is throwing a toy to a brown and black dog in the park.,A man and a dog are at a dog park.,0,1
5266,"The young Asian woman is using an umbrella, and is in front of a brightly colored patch of flowers in the back.",A woman is using a large umbrella.,0,1
5275,Three men in hats and a woman in a red shirt examine the produce presented to them by the man in the blue shirt and white hat.,The group is fighitng eachother,2,0
5280,"Two children are sitting on a white blanket, while the other child is sitting in the dirt.",both of the children are sitting in dirt,2,0
5285,3 people on plain boats smiling towards the camera.,3 boating people being video taped.,0,1
5299,This person looks to be snowboarding on a very small pile of snow on a sunny cold day.,Young snowboarder sizing up their next jump,0,1
5300,This person looks to be snowboarding on a very small pile of snow on a sunny cold day.,Ski season has now begun,1,2
5310,A man performing auto repair in front of a building.,The man is fixing a car.,0,1
5312,A man performing auto repair in front of a building.,The man is a mechanic.,1,0
5317,A man holding a yellow surfboard facing the ocean.,A man is holding a surfboard on the black sand beach.,1,2
5321,A water scene with a sunset in the background.,There is a water scene with the sunset in the back.,0,1
5346,The baseball players near the pitching mound are celebrating as the batsman walks away.,The batsman is on a different team than the others around the pitching mound.,0,1
5359,Group of Asians recording some video.,A group of Asians record multiple videos.,1,2
5374,A man and a child painting a post.,The boy and his father making the post look better.,0,1
5380,A lady with blue jeans and a brown shirt is speaking on her cellphone on the second floor of the mall.,the lady is shpping,1,2
5389,a dog about to jump to catch a Frisbee,The dog is outside.,1,0
5403,a lady looks surprised.,Something happened that just surprised a woman.,0,1
5426,Two men are wearing caps are looking at the ground with surprised expressions on their faces.,Two men are mud wrestling.,1,2
5453,Man taking photos of seagulls over the ocean.,He is at the beach.,1,0
5464,A man in a plaid shirt and brown pants is sitting on the sidewalk in front of some blankets while people walk by.,A man is outside.,1,0
5479,A young girl is playing a musical instrument and singing into a microphone.,A talented child sings into a mic and plays an instrument.,0,1
5483,A boy spinning on a blue and yellow merry-go-round.,The boy is wearing black.,1,2
5496,A surfer on a wave.,A surfer catching a swell.,0,1
5524,Several men helping each other pull in a fishing net.,There is a group of men.,1,0
5539,A toddler sits on a stone wall surrounded by fallen leaves.,A little child sits quietly on a hand built rock wall in autumn,0,1
5571,One female and two male musicians holding musical equipment.,They are musicans,0,1
5577,A big dog catches a ball on his nose,A big dog is sitting down while trying to catch a ball,1,2
5594,A performer plays an instrument for the audience.,The performer is making music.,1,0
5610,A woman standing with smile on her face and she is holding a wood in her hand,A woman stands while smiling with wood that was just handed to her.,1,0
5617,The man is wearing an orange and black polo shirt and is kneeling with his lunch box in one hand while holding a banana in his other hand.,A man is eating lunch.,0,1
5620,A football layer wearing a red shirt.,A built man wearing a tshirt.,1,2
5629,"The festivities of the Latin celebration has brought many visitors and enthusiastic, colorful, performers to the city.",Many visitors have fun at the Latin celebration.,1,0
5642,A man with long hair talking into a microphone as if on a stage.,A long haired man is practicing to talk into a microphone as though he is on stage.,0,1
5647,A person is riding their motorbike and a person in a bright yellow jacket is watching someone fall off their bike.,The other person laughed.,2,1
5656,A man is holding a child on his shoulders.,The child is too big to ride on the mans shoulders now.,2,1
5657,A man is holding a child on his shoulders.,A child is going for a ride on that man.,0,2
5658,A man is holding a child on his shoulders.,A child is riding on a mans shuolders.,0,2
5700,A woman with red-hair staples some papers,A red-haired woman is working on the computer.,2,1
5702,A woman with red-hair staples some papers,There are women shuffling papers.,2,0
5703,"It looks like quite a sweaty, smelly dog pile over one little rugby ball, but the boys in blue seem to want it more.",A little boy looks disgusted that is ball is dirty,2,1
5716,A photographer is using a tripod to take a picture of a sunset.,The photographer is holding the camera in his hands.,2,0
5724,Two men are assisting a small girl in a harness.,The men tying the girl up.,2,1
5732,A shirtless man with red paint on his torso holding a stick.,A rabid sports fan cheers for his team.,1,2
5735,A boy in a yellow shirt running by some birds.,The boy is moving very fast.,1,0
5741,A woman in a black top and blue skirt is pushing a carriage or cart down a long empty tree-lined road.,A lady is walking down a forest,1,2
5742,A woman in a black top and blue skirt is pushing a carriage or cart down a long empty tree-lined road.,A woman is running with a stroller down a lot,1,2
5748,Two girls pose along a tree-lined path and blow kisses towards the camera.,Two girls are doing the same pose.,1,0
5752,Three men dancing as a group of people watch.,three men are a dancer,1,0
5769,Two men sit together and a woman is not too far from them under a bridge as all three watch the water in front of them.,Water is nearby.,0,1
5772,"An Asian woman in a purple shirt preparing a bowl of food for the younger Asian boy sitting near buy, while an Asian man eats a roll and prepares to take some food up with his chopsticks.",A woman is doing the dishes.,2,0
5779,"There is one man with light blue jeans on, and one with dark blue jeans on that are walking down the street.",Two men are wearing jeans for a jean advertisement.,0,1
5793,A man is doing a task by a body of water on a farm.,The man is practicing how to surf.,1,2
5796,On the ground a boy in a red sweatshirt is leaning over holding a football and two other kids.,Young boys running their plays at home before Saturdays big peewee game.,1,2
5805,A girl is blowing a huge bubble.,A girl is playing.,1,0
5809,A small child is giving heavy metal signs,A child signing I love you.,2,1
5810,A small child is giving heavy metal signs,A child pretending his hand is a bull.,2,1
5824,A canoe in the distance on a lake as seen from another canoe.,A canoe has come untied from the dock and is drifting.,1,2
5829,4 children and 1 adult look at an armadillo on a grassy hill with 2 trees.,A family visits the zoo.,1,2
5832,A child with a yellow shirt riding a yellow bike in a city.,A kid riding his bike down the street.,0,1
5841,"A young female gymnast, wearing a sequined royal blue and white outfit, is lifting her right leg straight up in the air.","A younger gymnast, wearing dark blue and white, has her right leg straight in the air.",0,1
5849,A shirtless man with his fishing boat.,The man doesn't like his fishing boat.,2,1
5869,A woman sitting in an office.,A women in a conference room,2,0
5878,A child with wet hair is holding a butterfly decorated beach ball.,The child went swimming.,1,2
5879,A child with wet hair is holding a butterfly decorated beach ball.,The child is at the beach.,1,0
5891,"A sign indicates ""Dangerous Shorebreak"" on an overcast day while several people hang out on the beach.",A giant wave splashes the beach.,1,2
5911,A black and white picture of a city street with a food vendor in the foreground.,A cart is on a city street.,0,1
5924,Navy men stand along a red carpet and salute as their superior walks by.,Some men are waving hello and speaking to their superior.,2,1
5930,A man in a suit stands on a walkway with is suitcase with a large display in front of him announcing airline flights.,A man is at an airport.,0,1
5934,A school aged child wearing makeup and doing a hand sign sits on the ground among similar aged children who are all making the same sign.,the children are doing sign language.,1,0
5947,Child is laughing and playing around.,The child is having a good time and cracking up.,0,1
5959,a blond woman kissing the cheek of a brown-haired man.,This woman does not know the man she is pictured with.,2,1
5961,a blond woman kissing the cheek of a brown-haired man.,The couple is displaying affection.,1,0
5976,A brown dog plays in a deep pile of snow.,A brown dog is outside and it's snowing,1,0
5991,Team member 39 waiting for the puck to come his way.,An ice hockey player waits to make his move.,1,0
6003,A woman poses for a picture with a child.,A child poses for the camera with their mother.,0,1
6021,"Older men and women dancing in front of a stage, a man in a white hat twirling a woman in a red flower print skirt and white shirt.",People put on a show.,1,0
6033,An olympian leaps over an obstacle.,A sprinter hurdles the barrier.,1,2
6040,"A man lying on the grass on a rugby field, holding a rugby ball.",A many sleeping with his rugby ball.,1,2
6041,"A man lying on the grass on a rugby field, holding a rugby ball.",A man lying on a field holding a wrecking ball.,2,1
6054,"Multiple men fill the scene, one in a white button up shirt using his cellphone, the others wearing pink, orange, and green shirts engaged in various activities in the background.",Most of the men are dressed in white shirts.,2,0
6056,A woman in a bright pink and green skirt carries a large wicker basket on her back up a stone-cobbled street.,The woman is playing soccer in the cobble stone streets of Brazil.,2,1
6067,Several people talk and drink beer while sitting around a picnic table.,Several enemies talk and drink beer around a table discussing peace treaties.,1,2
6090,A brown and white dog is chained up near a red chair.,The dog is sitting.,1,2
6095,The African American man protests against unlawful sex.,The man protests in something he doesn't believe in.,1,0
6107,A group of young boys wearing track jackets stretch their legs on a gym floor as they sit in a circle.,A group of boys are preparing to work out.,0,1
6122,The man in the sailor suit is holding literature.,A man is sitting in his sailor suit.,1,0
6130,A man balances a unicycle using his face and both hands.,A man is using his hands.,1,0
6132,"An oriental woman in glasses, shooting archery.",The woman is American.,1,2
6158,"A man in a gray shirt and blue shorts is standing outside of an old fashioned ice cream shop named Sara's Old Fashioned Ice Cream, holding his bike up, with a wood like table, chairs, benches in front of him.",A man is riding his bike,1,2
6167,An elderly couple in heavy coats are looking at black and white photos displayed on a wall.,Octogenarians admiring the old photographs that decorated th wall.,0,1
6176,A skateboarder sails over white steps.,The skater jumped high over the steps.,0,1
6183,A man looks back while laughing and walking.,A man is looks behind his shoulder to laugh.,0,1
6184,A happy woman quite stands in front of a business that displays a closed sign and looks very animated.,A woman stands by a business.,1,0
6195,Women sitting at steel table next to a man standing and holding his bicep.,the man accidentally knocked the women out,2,1
6196,A large display of artifacts are in a large room and around a very large display are six people with two people near wooden benches.,People throw things at the display,1,2
6202,A blue light rail tram goes down a busy street while pedestrians wait to cross.,A blue tram goes down the street while pedestrians sight-see.,1,0
6220,A child making a sand castle on the beach.,A child uses their imagination.,1,0
6226,A man wearing a white shirt and black pants is falling down onto a bed in front of a window facing the ocean.,A man falls down onto his bed,0,1
6239,"Woman wearing green pants, blue jacket and sunhat carrying food in baskets that are hung over her shoulder.",The friends retire home after going to the farmer's market,1,2
6265,A man dressed all in black puts his hands on an art sculpture.,The man is stealing a sculpture,1,2
6322,A long jumper takes flight in an attempt to jump the longest distance possible in a track competition.,A long jumper is jumping a hurdle.,0,1
6324,A man and woman look through CD's at a street vendor.,A man and women taking a break,1,2
6344,"A female swimmer wearing a pink costume comes out of the water in a pool, making a splash.",There is a woman swimming.,1,0
